,Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2,Price
5779,1759,25,2.0,57.37022,35.83089,9.0,2,17.0,1993,0.069753364,B,B,53,13670,4,,1,11,B,214112.02
5780,3066,160,2.0,48.047337,28.00525,6.0,10,9.0,1977,0.0,B,B,39,8647,0,810.0,0,5,B,180032.48
5781,7075,23,1.0,42.930183,,1.0,12,17.0,1977,0.07577875,B,B,6,1437,3,,0,2,B,144283.53
5782,15070,84,1.0,35.47292,23.296679,8.0,2,5.0,1960,0.14966637,B,B,22,4789,2,4087.0,4,1,B,154431.44
5783,12681,6,2.0,61.08485,36.55412,12.0,2,17.0,2016,0.24320452,B,B,5,1564,0,540.0,0,0,B,188077.52
5784,12335,9,1.0,60.02212,2.8583694,1.0,9,1.0,1977,0.16153175,B,B,25,5648,1,30.0,2,4,B,176731.44
5785,930,66,2.0,45.421825,30.027039,6.0,7,9.0,1973,0.11162739,B,B,50,12238,8,1970.0,2,3,B,241567.44
5786,9790,120,3.0,92.81772,57.633343,9.0,13,16.0,1991,0.34107193,B,B,27,5664,48,2300.0,3,11,B,506757.44
5787,10382,67,3.0,80.34159,50.08055,8.0,6,14.0,1987,0.007720282,B,B,38,4788,2,,0,4,B,373486.0
5788,12473,58,1.0,65.271225,62.798046,1.0,3,1.0,1977,0.43788525,B,B,23,5735,3,1084.0,0,5,B,210849.69
5789,10745,101,2.0,49.64037,29.370407,5.0,5,5.0,1968,0.22582495,A,B,41,6558,7,1548.0,3,2,B,184743.66
5790,13848,153,3.0,77.81085,48.708324,10.0,4,17.0,1994,0.03349371,B,B,66,10573,1,1322.0,3,8,B,305858.0
5791,15524,59,3.0,78.82454,47.011364,10.0,2,16.0,1983,0.019508796,B,B,37,7687,11,176.0,5,5,B,359306.4
5792,6508,23,2.0,67.14605,33.959152,63.0,5,17.0,2019,0.03465608,B,B,0,168,0,,0,0,B,193130.58
5793,14883,1,1.0,41.790184,,1.0,4,20.0,1977,0.007122317,B,B,1,264,0,,0,1,B,143626.31
5794,6855,1,1.0,48.785675,,10.0,11,20.0,1977,0.007122317,B,B,1,264,0,,0,1,B,164566.31
5795,12907,5,2.0,43.15207,29.488228,5.0,1,5.0,1964,0.15081754,B,B,16,3433,4,2643.0,4,5,B,184949.25
5796,9325,27,1.0,42.166374,,1.0,14,17.0,1977,0.072157584,B,B,2,629,1,,0,0,A,106827.78
5797,12899,187,1.0,37.154366,15.734261,7.0,9,16.0,2004,0.041116353,B,B,53,14892,4,,1,4,B,180146.8
5798,2305,53,1.0,34.23946,23.141325,6.0,4,9.0,1969,0.31392455,B,B,22,4625,11,3855.0,2,10,B,181843.42
5799,2377,34,2.0,57.3507,,10.0,25,30.0,1977,0.069753364,B,B,53,13670,4,,1,11,B,343821.94
5800,13053,11,3.0,60.793243,42.067413,6.0,3,9.0,1974,0.012338886,B,B,35,5776,1,2078.0,2,4,B,226708.4
5801,4167,62,1.0,31.707758,,1.0,21,25.0,1977,0.072157584,B,B,2,629,1,,0,0,A,104479.16
5802,13495,42,1.0,41.568405,23.59233,7.0,8,12.0,2007,0.15824905,B,B,21,5731,0,,1,0,B,162194.81
5803,3429,27,1.0,47.02068,,0.0,8,0.0,1977,0.072157584,B,B,2,629,1,,0,0,A,163649.47
5804,15034,34,1.0,45.036224,40.48115,0.0,5,17.0,2014,0.069753364,B,B,53,13670,4,,1,11,B,156998.08
5805,13350,6,1.0,48.10523,,1.0,16,17.0,1977,0.24320452,B,B,5,1564,0,540.0,0,0,B,140349.45
5806,13098,37,2.0,68.73618,60.93503,1.0,13,19.0,2019,0.1789168,B,B,18,3594,4,192.0,1,5,B,341669.47
5807,9997,164,2.0,47.48059,33.859653,5.0,6,5.0,1964,0.48624563,B,B,13,2514,19,,0,6,B,147492.67
5808,6327,146,3.0,75.03709,45.811035,9.0,11,37.0,2010,0.23610845,B,B,16,3893,27,,3,10,B,288203.44
5809,6352,109,4.0,100.90427,65.110695,10.0,8,22.0,1985,0.0,B,B,25,5027,4,46.0,1,1,B,513832.47
5810,8303,27,1.0,36.68636,38.078617,1.0,5,15.0,2017,0.017647052,B,B,2,469,0,,0,0,B,135204.9
5811,9746,62,3.0,85.46511,,1.0,4,1.0,1977,0.072157584,B,B,2,629,1,,0,0,A,181127.34
5812,6796,52,2.0,52.413128,54.537502,1.0,13,17.0,1977,0.371149,B,B,34,7065,1,750.0,2,5,B,152762.86
5813,15873,3,2.0,42.45263,23.122541,6.0,14,12.0,1969,0.26508868,B,B,37,5288,0,1937.0,3,2,B,165500.1
5814,15083,3,1.0,36.440422,23.215326,8.0,15,16.0,1977,0.26508868,B,B,37,5288,0,1937.0,3,2,B,189427.77
5815,11977,55,2.0,54.929832,32.689648,9.0,7,17.0,1999,0.041365445,B,B,31,5569,0,,1,4,B,229545.94
5816,4605,11,2.0,58.631805,33.127716,9.0,4,16.0,1978,0.000169676,B,B,36,5992,0,,1,1,B,244105.86
5817,2110,93,1.0,42.501007,20.634829,8.0,7,16.0,2006,0.050900057,B,B,43,10621,1,30.0,2,3,B,166112.81
5818,13965,48,2.0,48.30855,34.84014,6.0,13,12.0,1982,0.041124634,B,B,46,9515,5,,1,10,B,237295.88
5819,7449,29,1.0,33.590096,19.608496,6.0,8,9.0,1971,0.086885266,B,B,10,2277,2,1547.0,0,0,B,114696.06
5820,5941,58,3.0,58.839153,37.93895,8.0,22,23.0,2008,0.14890389,B,B,9,1952,1,1430.0,3,2,B,259213.14
5821,4263,27,1.0,54.25519,51.13522,0.0,5,3.0,2017,0.072157584,B,B,2,629,1,,0,0,A,147040.22
5822,12915,59,3.0,80.384476,46.68372,12.0,5,17.0,2011,0.30947912,B,B,35,7715,4,990.0,0,6,B,215898.45
5823,12785,74,1.0,39.526306,22.61315,7.0,11,14.0,2006,0.371149,B,B,34,7065,1,750.0,2,5,B,175002.67
5824,2617,10,2.0,66.4017,66.62816,1.0,16,1.0,2016,0.08903972,B,B,33,7976,5,,0,11,B,292516.5
5825,6839,56,3.0,77.72409,45.23623,10.0,9,17.0,1987,0.0,B,B,23,5067,4,,2,6,B,428962.88
5826,9472,77,1.0,40.308865,19.451757,8.0,18,16.0,1978,6.99893e-05,B,B,46,10309,1,240.0,1,16,B,184850.19
5827,11996,23,1.0,41.03876,36.049416,0.0,12,16.0,2014,0.03465608,B,B,0,168,0,,0,0,B,96009.21
5828,15491,62,3.0,54.12777,36.76946,6.0,4,9.0,1978,0.03717782,B,B,52,11217,1,2300.0,1,7,B,241930.17
5829,12572,6,2.0,66.08271,60.851665,1.0,14,17.0,2014,0.24320452,B,B,5,1564,0,540.0,0,0,B,173219.52
5830,8876,30,4.0,102.49558,63.338017,9.0,5,16.0,1985,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,518163.44
5831,6701,124,3.0,102.556816,55.719116,14.0,15,21.0,2004,0.12209035,B,B,29,6566,7,1894.0,4,0,B,415837.2
5832,12520,54,1.0,57.06708,54.54295,1.0,9,10.0,2015,0.006076152,B,B,30,5285,0,645.0,6,6,B,317505.97
5833,16185,61,2.0,66.38427,33.93864,12.0,2,17.0,2014,0.23220508,B,B,24,4860,1,80.0,0,3,B,91611.586
5834,9340,162,3.0,109.63514,57.97269,12.0,16,16.0,2006,0.23610845,B,B,16,3893,27,,3,10,B,526299.25
5835,15369,52,1.0,38.890495,,1.0,3,17.0,1977,0.371149,B,B,34,7065,1,750.0,2,5,B,125315.17
5836,9112,6,3.0,76.140915,,0.0,9,17.0,1977,0.24320452,B,B,5,1564,0,540.0,0,0,B,202280.2
5837,3410,87,3.0,61.052433,45.511257,6.0,3,9.0,1978,0.0,B,B,39,8647,0,810.0,0,5,B,284057.28
5838,12623,133,2.0,48.599586,28.653719,6.0,5,9.0,1967,0.042307273,B,B,17,2810,9,4849.0,3,6,B,247894.56
5839,14568,157,1.0,34.083458,19.685535,9.0,9,12.0,1971,0.0,B,B,30,7538,87,4702.0,5,5,B,268256.97
5840,4882,21,1.0,39.799942,22.4904,7.0,14,14.0,2012,0.19448927,B,B,47,8004,3,125.0,3,5,B,91134.02
5841,9664,27,2.0,76.465775,,0.0,3,0.0,1977,0.072157584,B,B,2,629,1,,0,0,A,165717.62
5842,2745,45,3.0,82.19343,,1.0,17,17.0,1977,0.19578105,B,B,23,5212,6,,3,2,B,224868.69
5843,13515,93,1.0,38.07385,18.856918,10.0,12,17.0,2003,0.050900057,B,B,43,10621,1,30.0,2,3,B,147209.67
5844,4991,93,3.0,167.76703,,1.0,1,1.0,1977,0.004949358,B,B,0,186,0,,0,0,B,211180.8
5845,15143,47,1.0,40.47112,21.565338,8.0,4,16.0,1979,0.10187247,B,B,23,4583,3,,3,3,B,179653.08
5846,16250,5,1.0,45.166756,44.877014,1.0,5,5.0,1977,0.15081754,B,B,16,3433,4,2643.0,4,5,B,265601.34
5847,12819,37,3.0,80.40199,47.59093,12.0,18,17.0,2005,0.1278116,B,B,28,7287,5,320.0,1,3,B,389942.53
5848,10718,84,1.0,44.07884,18.397514,10.0,3,12.0,1985,0.006076152,B,B,30,5285,0,645.0,6,6,B,91785.49
5849,5445,6,2.0,64.37889,5.1454124,1.0,7,17.0,1977,0.24320452,B,B,5,1564,0,540.0,0,0,B,168241.84
5850,12509,13,1.0,39.08882,21.084106,7.0,11,14.0,1997,0.0907991,B,B,74,19083,2,,5,15,B,197375.45
5851,14343,128,2.0,62.37715,35.73796,10.0,15,17.0,1991,0.0,B,B,27,4798,0,30.0,2,8,B,292148.25
5852,9397,1,3.0,87.446335,85.3067,1.0,8,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B,281057.1
5853,9736,154,2.0,53.923603,32.486774,11.0,3,25.0,2003,0.4605564,B,B,20,4386,14,,1,5,B,304877.1
5854,8662,162,1.0,50.0618,24.600065,13.0,4,8.0,1956,0.17473908,B,B,17,3379,9,100.0,0,3,B,366340.84
5855,14763,23,2.0,52.035316,,1.0,6,12.0,1977,0.03465608,B,B,0,168,0,,0,0,B,93237.86
5856,11701,1,1.0,38.5149,41.905884,1.0,16,17.0,2017,0.007122317,B,B,1,264,0,,0,1,B,133050.4
5857,7922,73,1.0,56.245995,58.572674,1.0,11,1.0,2016,0.042031586,B,B,37,6856,84,1940.0,2,5,B,445728.1
5858,5105,88,1.0,36.17908,20.626732,6.0,4,12.0,1973,0.1273759,B,B,43,8429,3,,3,9,B,150829.11
5859,15293,9,1.0,45.966457,22.413074,8.0,10,14.0,2002,0.13012277,B,B,8,1986,0,,0,0,B,136089.75
5860,9435,27,1.0,46.84899,22.597569,8.0,8,10.0,2007,0.041116353,B,B,53,14892,4,,1,4,B,142483.7
5861,12828,27,1.0,40.288834,1.4872103,0.0,11,0.0,2016,0.21140121,B,B,9,1892,0,,0,1,B,95779.61
5862,4298,33,2.0,61.47235,,0.0,14,17.0,1977,0.23610845,B,B,16,3893,27,,3,10,B,293158.97
5863,5862,25,3.0,88.805695,52.30758,12.0,6,25.0,2019,0.069753364,B,B,53,13670,4,,1,11,B,306662.3
5864,9813,1,3.0,87.58829,84.91054,1.0,17,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B,245038.19
5865,7073,24,2.0,51.31175,31.339056,8.0,11,17.0,1997,0.11162739,B,B,50,12238,8,1970.0,2,3,B,276023.62
5866,8315,53,2.0,58.257057,42.70401,13.0,21,24.0,2017,0.049637258,B,B,34,7759,0,229.0,1,3,B,320495.22
5867,14204,27,1.0,40.402103,42.85986,1.0,6,19.0,2017,0.21140121,B,B,9,1892,0,,0,1,B,97506.68
5868,2474,100,2.0,41.714138,24.6907,6.0,7,12.0,1973,0.20014681,B,B,23,3975,8,770.0,2,0,B,234032.84
5869,2551,154,2.0,46.974426,32.035538,5.0,5,5.0,1962,0.4605564,B,B,20,4386,14,,1,5,B,208710.92
5870,6927,21,1.0,16.117155,8.8229885,0.0,2,5.0,1965,0.19448927,B,B,47,8004,3,125.0,3,5,B,79913.266
5871,15563,27,2.0,78.553375,,0.0,7,0.0,1977,0.072157584,B,B,2,629,1,,0,0,A,181955.28
5872,2361,80,1.0,37.494587,21.669073,9.0,7,22.0,1986,0.0,B,B,39,8647,0,810.0,0,5,B,175369.27
5873,7456,75,2.0,49.69543,31.151335,5.0,3,5.0,1965,0.30746666,B,A,30,5048,9,325.0,2,5,B,175074.92
5874,11272,129,2.0,44.5645,33.526764,5.0,1,5.0,1966,0.020741327,B,B,24,5613,5,1340.0,2,5,B,186952.69
5875,5267,49,1.0,43.444267,20.70241,8.0,18,17.0,2010,0.020741327,B,B,24,5613,5,1340.0,2,5,B,168601.97
5876,12980,27,1.0,42.44339,4.72328,1.0,8,17.0,1977,0.072157584,B,B,2,629,1,,0,0,A,117241.484
5877,13775,53,1.0,31.672775,19.817234,8.0,7,9.0,1968,0.049637258,B,B,34,7759,0,229.0,1,3,B,175903.58
5878,12830,24,2.0,44.65547,27.223505,6.0,5,5.0,1961,0.11162739,B,B,50,12238,8,1970.0,2,3,B,223383.89
5879,11956,62,3.0,86.2215,3.032334,1.0,3,15.0,2017,0.072157584,B,B,2,629,1,,0,0,A,167544.25
5880,16375,23,2.0,65.561066,,1.0,14,17.0,1977,0.07577875,B,B,6,1437,3,,0,2,B,168499.83
5881,15458,33,1.0,33.270134,,0.0,4,12.0,1977,0.23610845,B,B,16,3893,27,,3,10,B,149263.25
5882,1806,27,2.0,60.669567,,1.0,12,1.0,1977,0.21140121,B,B,9,1892,0,,0,1,B,137434.45
5883,2993,34,1.0,44.474304,19.618183,9.0,14,24.0,2012,0.069753364,B,B,53,13670,4,,1,11,B,135163.33
5884,10803,128,3.0,77.334816,46.86089,9.0,7,17.0,1990,0.0,B,B,27,4798,0,30.0,2,8,B,304787.66
5885,2834,25,2.0,48.41737,48.033516,1.0,24,25.0,2015,0.069753364,B,B,53,13670,4,,1,11,B,268202.88
5886,4993,173,2.0,54.92757,33.01097,9.0,6,17.0,1990,0.08194346,B,B,20,2738,20,,1,4,B,113863.78
5887,5387,56,1.0,39.79573,22.902304,7.0,5,17.0,1985,0.0,B,B,23,5067,4,,2,6,B,230995.31
5888,12178,17,2.0,59.891144,34.83674,10.0,11,22.0,1986,0.0,B,B,25,5027,4,46.0,1,1,B,423184.94
5889,13291,44,2.0,48.003716,32.70067,5.0,7,5.0,1961,0.036122292,B,B,24,4378,0,1036.0,1,1,B,180646.78
5890,1304,30,1.0,42.19457,,1.0,10,1.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,129198.86
5891,4501,2,1.0,37.399445,22.253302,9.0,6,12.0,1978,0.035145268,B,B,42,9292,3,2620.0,0,3,B,178631.0
5892,12871,10,3.0,76.77543,47.137978,9.0,12,17.0,1988,0.08903972,B,B,33,7976,5,,0,11,B,394360.2
5893,16457,23,2.0,59.181072,,0.0,3,4.0,1977,0.03465608,B,B,0,168,0,,0,0,B,86633.32
5894,770,28,0.0,49.4835,,0.0,16,0.0,2015,0.11853738,B,B,30,6207,1,1183.0,1,0,B,217009.34
5895,5809,58,2.0,53.35298,52.73151,9.0,8,17.0,1977,0.43788525,B,B,23,5735,3,1084.0,0,5,B,175616.23
5896,3917,45,2.0,73.48091,,1.0,13,1.0,1977,0.19578105,B,B,23,5212,6,,3,2,B,376697.12
5897,8925,11,3.0,60.6342,43.754993,6.0,9,9.0,1969,0.000169676,B,B,36,5992,0,,1,1,B,230387.67
5898,11009,25,1.0,46.31541,23.19434,11.0,19,25.0,2009,0.069753364,B,B,53,13670,4,,1,11,B,87533.15
5899,5417,150,2.0,45.42742,35.556328,5.0,5,9.0,1966,0.020741327,B,B,24,5613,5,1340.0,2,5,B,181662.08
5900,33,26,2.0,47.014175,29.689945,5.0,7,5.0,1967,0.0,B,B,36,6714,2,2672.0,0,2,B,181631.05
5901,12433,52,1.0,31.87343,22.363127,6.0,2,4.0,1962,0.371149,B,B,34,7065,1,750.0,2,5,B,130365.02
5902,12026,19,2.0,61.03004,36.091507,10.0,17,22.0,1995,0.000991363,B,B,33,6783,3,,1,9,B,294824.1
5903,3309,127,1.0,36.52801,19.645382,9.0,12,16.0,1983,0.48624563,B,B,13,2514,19,,0,6,B,219071.4
5904,10951,22,3.0,75.205086,50.92253,8.0,2,5.0,1958,0.11853738,B,B,30,6207,1,1183.0,1,0,B,286893.72
5905,14817,67,1.0,38.776226,21.85591,7.0,8,12.0,1972,0.10045574,B,B,43,7227,0,,1,6,A,160372.81
5906,10176,1,3.0,75.08177,74.71629,1.0,13,17.0,2015,0.007122317,B,B,1,264,0,,0,1,B,211523.6
5907,388,21,1.0,33.056374,19.669596,5.0,8,3.0,1967,0.034331497,B,B,25,5487,3,,0,4,B,189076.94
5908,6224,59,3.0,106.34924,,0.0,7,0.0,1977,0.019508796,B,B,37,7687,11,176.0,5,5,B,504820.06
5909,12970,6,3.0,75.87805,,1.0,15,1.0,1977,0.24320452,B,B,5,1564,0,540.0,0,0,B,207703.23
5910,16387,184,2.0,54.638237,33.677467,8.0,11,12.0,1984,0.037316453,B,B,32,6748,93,562.0,4,10,B,297163.97
5911,6017,28,2.0,66.912605,33.904186,10.0,18,23.0,2008,0.33389154,B,B,30,6564,1,,0,0,B,306061.9
5912,12469,58,3.0,77.91089,45.106705,10.0,4,17.0,1997,0.050755568,B,B,24,5469,1,145.0,0,1,B,313756.0
5913,14034,6,1.0,44.920048,44.40452,1.0,4,25.0,2015,0.24320452,B,B,5,1564,0,540.0,0,0,B,126650.69
5914,945,6,1.0,40.49979,,1.0,3,17.0,1977,0.24320452,B,B,5,1564,0,540.0,0,0,B,123124.69
5915,16663,96,1.0,39.583736,21.132456,10.0,8,16.0,2004,0.041116353,B,B,53,14892,4,,1,4,B,154045.56
5916,13166,88,2.0,44.652912,28.722857,5.0,10,12.0,1974,0.1273759,B,B,43,8429,3,,3,9,B,207534.66
5917,9890,6,1.0,43.075115,45.75685,1.0,15,25.0,2016,0.24320452,B,B,5,1564,0,540.0,0,0,B,155981.39
5918,11938,168,2.0,60.520237,37.576008,8.0,3,13.0,1958,0.34107193,B,B,27,5664,48,2300.0,3,11,B,324027.44
5919,3424,84,3.0,66.76136,40.196712,7.0,13,14.0,1988,0.14966637,B,B,22,4789,2,4087.0,4,1,B,297365.84
5920,15611,23,1.0,33.863323,29.993298,0.0,5,4.0,1977,0.03465608,B,B,0,168,0,,0,0,B,66883.28
5921,5617,25,3.0,109.559906,56.92782,13.0,4,25.0,2009,0.069753364,B,B,53,13670,4,,1,11,B,461975.78
5922,2010,11,2.0,46.229645,30.836899,5.0,7,14.0,1972,0.03869299,B,B,28,6533,1,1015.0,2,5,B,223678.73
5923,9960,26,2.0,80.246185,41.548878,14.0,20,30.0,2011,0.0,B,B,36,6714,2,2672.0,0,2,B,451810.06
5924,13818,7,3.0,115.25474,56.40402,19.0,16,17.0,2012,0.035145268,B,B,42,9292,3,2620.0,0,3,B,565355.94
5925,15377,34,4.0,101.82809,97.263885,10.0,22,25.0,2017,0.069753364,B,B,53,13670,4,,1,11,B,434032.2
5926,14606,9,2.0,80.32886,,1.0,4,1.0,1977,0.16153175,B,B,25,5648,1,30.0,2,4,B,231908.28
5927,4748,8,2.0,46.98982,32.849827,5.0,9,9.0,1971,0.4581745,B,A,26,4439,1,1130.0,1,5,B,166394.25
5928,3116,94,2.0,42.362404,24.450235,6.0,13,17.0,1974,0.1273759,B,B,43,8429,3,,3,9,B,208793.45
5929,5799,13,1.0,41.70761,21.755096,8.0,5,17.0,2002,0.0907991,B,B,74,19083,2,,5,15,B,190087.9
5930,10600,58,1.0,54.728123,,1.0,5,9.0,1977,0.43788525,B,B,23,5735,3,1084.0,0,5,B,102859.94
5931,11882,47,1.0,39.958786,22.634846,8.0,14,16.0,1980,0.10187247,B,B,23,4583,3,,3,3,B,203798.53
5932,1442,48,1.0,41.409462,41.246784,1.0,3,17.0,2016,0.041124634,B,B,46,9515,5,,1,10,B,190891.69
5933,7092,109,2.0,44.963528,30.282286,5.0,2,9.0,1966,0.09344257,B,B,23,4635,5,3300.0,2,4,B,268535.16
5934,126,20,1.0,32.738945,23.124699,5.0,5,9.0,1962,0.019508796,B,B,37,7687,11,176.0,5,5,B,176739.17
5935,11542,44,1.0,36.632065,21.867569,9.0,13,12.0,1974,0.036122292,B,B,24,4378,0,1036.0,1,1,B,160587.23
5936,9554,62,1.0,53.580013,,9.0,14,17.0,1977,0.072157584,B,B,2,629,1,,0,0,A,134850.67
5937,8896,21,1.0,32.585556,21.090605,6.0,5,9.0,1969,0.19448927,B,B,47,8004,3,125.0,3,5,B,145834.22
5938,4202,128,2.0,55.358456,34.303295,11.0,3,19.0,2000,0.0,B,B,27,4798,0,30.0,2,8,B,238229.03
5939,2735,53,1.0,33.209335,20.290247,5.0,9,9.0,1969,0.049637258,B,B,34,7759,0,229.0,1,3,B,186933.38
5940,13117,29,3.0,60.784336,45.431705,5.0,6,5.0,1969,0.06966034,B,B,31,6119,4,,1,2,B,204490.19
5941,9885,23,2.0,61.31307,,1.0,6,25.0,1977,0.07577875,B,B,6,1437,3,,0,2,B,150684.16
5942,4137,75,1.0,31.607262,22.812328,5.0,3,5.0,1962,0.12209035,B,B,29,6566,7,1894.0,4,0,B,134903.17
5943,7139,1,1.0,40.09199,,1.0,18,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B,134531.95
5944,161,71,1.0,40.337986,24.81122,8.0,5,12.0,1984,0.40727624,A,B,9,1768,0,370.0,0,0,A,125817.71
5945,8701,27,1.0,43.14938,,0.0,15,0.0,1977,0.072157584,B,B,2,629,1,,0,0,A,160617.19
5946,16761,27,2.0,60.81749,31.969742,1.0,10,10.0,2017,0.017647052,B,B,2,469,0,,0,0,B,194147.47
5947,8554,23,2.0,53.949295,,1.0,7,17.0,1977,0.07577875,B,B,6,1437,3,,0,2,B,146596.33
5948,3074,109,2.0,61.636795,33.055405,9.0,10,14.0,1980,0.0,B,B,25,5027,4,46.0,1,1,B,412668.44
5949,13212,21,2.0,49.69329,32.804756,5.0,5,5.0,1965,0.034331497,B,B,25,5487,3,,0,4,B,201583.89
5950,15891,27,3.0,82.63059,,0.0,11,0.0,1977,0.017647052,B,B,2,469,0,,0,0,B,221431.0
5951,11773,111,3.0,62.9806,48.756104,5.0,5,5.0,1966,0.1363303,B,B,30,6141,10,262.0,3,6,B,222375.08
5952,15142,79,3.0,59.115936,44.37069,5.0,1,5.0,1964,0.16909109,B,B,19,3856,10,,2,5,B,235110.86
5953,2022,99,3.0,62.683365,45.367527,6.0,1,9.0,1973,0.012338886,B,B,35,5776,1,2078.0,2,4,B,93834.25
5954,8611,105,1.0,41.041267,24.200518,8.0,2,12.0,1984,0.040242765,B,B,25,3478,11,2729.0,3,1,B,180467.66
5955,991,47,3.0,80.21724,51.13272,8.0,3,4.0,1960,0.10187247,B,B,23,4583,3,,3,3,B,305609.06
5956,16049,21,1.0,33.72522,21.606262,5.0,3,5.0,1970,0.19448927,B,B,47,8004,3,125.0,3,5,B,151827.17
5957,10354,1,3.0,86.34142,,1.0,22,22.0,1977,0.007122317,B,B,1,264,0,,0,1,B,264403.06
5958,16090,6,3.0,77.84705,2.941437,1.0,12,17.0,1977,0.24320452,B,B,5,1564,0,540.0,0,0,B,221644.92
5959,16237,144,2.0,44.815113,25.385263,5.0,3,5.0,1962,0.30697748,B,B,27,5148,14,1575.0,5,7,B,174021.0
5960,2280,26,1.0,38.188534,21.415272,10.0,17,16.0,1984,0.0,B,B,36,6714,2,2672.0,0,2,B,202179.28
5961,10688,1,2.0,66.915504,,1.0,3,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B,204163.6
5962,15713,66,3.0,78.30042,43.618183,7.0,4,5.0,1957,0.16197556,B,A,31,7010,5,4508.0,3,7,B,391183.5
5963,5458,9,2.0,62.920673,1.5914203,1.0,7,1.0,1977,0.16153175,B,B,25,5648,1,30.0,2,4,B,180234.14
5964,13247,61,3.0,84.29389,47.330048,11.0,10,17.0,2004,0.30032253,B,B,52,10311,6,,1,9,B,480252.22
5965,6790,77,1.0,43.853363,23.65663,8.0,6,12.0,1985,6.99893e-05,B,B,46,10309,1,240.0,1,16,B,180178.83
5966,9452,101,2.0,45.49689,30.60036,5.0,2,5.0,1968,0.03869299,B,B,28,6533,1,1015.0,2,5,B,221071.45
5967,11153,7,1.0,32.71219,17.725534,5.0,3,5.0,1963,0.035145268,B,B,42,9292,3,2620.0,0,3,B,156935.28
5968,36,6,2.0,65.86101,34.30403,12.0,12,17.0,2016,0.24320452,B,B,5,1564,0,540.0,0,0,B,178955.5
5969,15136,67,2.0,51.993362,33.2737,9.0,12,12.0,1979,0.007720282,B,B,38,4788,2,,0,4,B,200144.81
5970,5901,111,3.0,78.8012,45.48289,10.0,6,22.0,2009,0.13564979,B,B,46,7960,6,350.0,3,11,B,448317.22
5971,16410,27,1.0,41.78327,41.253017,1.0,8,12.0,2016,0.011654127,B,B,4,915,0,,0,0,B,118352.516
5972,15981,26,3.0,60.47717,48.442123,5.0,4,5.0,1964,0.1363303,B,B,30,6141,10,262.0,3,6,B,243511.05
5973,10697,1,3.0,86.378654,,1.0,6,22.0,1977,0.007122317,B,B,1,264,0,,0,1,B,270210.53
5974,5416,1,3.0,81.42075,,1.0,18,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B,223779.52
5975,3604,61,1.0,37.753193,20.26531,6.0,5,9.0,1974,0.30032253,B,B,52,10311,6,,1,9,B,189934.31
5976,5727,37,2.0,56.334793,31.77659,8.0,14,14.0,2001,0.1789168,B,B,18,3594,4,192.0,1,5,B,312132.0
5977,4782,111,3.0,76.338905,48.28219,10.0,2,21.0,2007,0.09344257,B,B,23,4635,5,3300.0,2,4,B,413742.12
5978,200,74,2.0,72.099464,,1.0,2,17.0,1977,0.07577875,B,B,6,1437,3,,0,2,B,248637.27
5979,15500,1,1.0,39.47011,41.237865,1.0,4,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B,140585.83
5980,9401,151,1.0,57.35974,31.336784,10.0,4,6.0,1957,0.23610845,B,B,16,3893,27,,3,10,B,118754.63
5981,11028,27,2.0,59.366505,39.64775,9.0,14,1.0,1977,0.21140121,B,B,9,1892,0,,0,1,B,142370.88
5982,16218,58,2.0,68.12149,68.76469,1.0,2,4.0,2016,0.43788525,B,B,23,5735,3,1084.0,0,5,B,177948.14
5983,7729,90,1.0,27.298758,15.250474,3.0,1,5.0,1967,0.26508868,B,B,37,5288,0,1937.0,3,2,B,126918.47
5984,4119,9,3.0,83.341324,47.49955,8.0,8,14.0,1998,0.16153175,B,B,25,5648,1,30.0,2,4,B,259387.83
5985,16657,6,2.0,66.12921,68.749466,1.0,17,17.0,2015,0.24320452,B,B,5,1564,0,540.0,0,0,B,192752.05
5986,7186,39,3.0,77.04014,46.03032,8.0,18,22.0,1989,0.42882583,B,B,25,5011,8,730.0,0,2,B,296659.7
5987,3189,57,2.0,61.698048,35.13488,8.0,11,17.0,2004,0.13321534,B,B,49,11395,3,1406.0,3,4,A,286117.2
5988,16619,111,1.0,41.31232,16.194496,9.0,19,21.0,2007,0.09344257,B,B,23,4635,5,3300.0,2,4,B,255884.77
5989,9610,23,2.0,58.300735,,1.0,9,17.0,1977,0.07577875,B,B,6,1437,3,,0,2,B,161079.47
5990,704,34,1.0,39.182446,21.611681,10.0,7,22.0,2001,0.069753364,B,B,53,13670,4,,1,11,B,224753.11
5991,4495,90,1.0,36.030296,22.04163,10.0,11,12.0,1971,0.26508868,B,B,37,5288,0,1937.0,3,2,B,147890.88
5992,10558,169,4.0,120.88155,73.39807,12.0,14,17.0,2000,0.1789168,B,B,18,3594,4,192.0,1,5,B,585105.25
